Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[20]     0.0    0.00    0.00    4040         cv::Point3_<float>* std::__addressof<cv::Point3_<float> >(cv::Point3_<float>&) [20]
-----------------------------------------------
                0.00    0.00       5/2069        main [1]
                0.00    0.00      20/2069        HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
                0.00    0.00    2044/2069        cv::_OutputArray::~_OutputArray() [24]
[21]     0.0    0.00    0.00    2069         cv::_InputArray::~_InputArray() [21]
-----------------------------------------------
                0.00    0.00      25/2069        cv::_InputArray::_InputArray(cv::Mat const&) [60]
                0.00    0.00    2044/2069        cv::_InputArray::_InputArray() [23]
[22]     0.0    0.00    0.00    2069         cv::Size_<int>::Size_() [22]
-----------------------------------------------
                0.00    0.00       4/2044        cv::_OutputArray::_OutputArray(cv::Mat&) [84]
                0.00    0.00    2040/2044        cv::_OutputArray::_OutputArray() [27]
[23]     0.0    0.00    0.00    2044         cv::_InputArray::_InputArray() [23]
                0.00    0.00    2044/2069        cv::Size_<int>::Size_() [22]
                0.00    0.00    2044/6153        cv::_InputArray::init(int, void const*) [14]
-----------------------------------------------
                0.00    0.00       1/2044        cv::Mat::clone() const [130]
                0.00    0.00       3/2044        main [1]
                0.00    0.00    2040/2044        cv::_InputOutputArray::~_InputOutputArray() [29]
[24]     0.0    0.00    0.00    2044         cv::_OutputArray::~_OutputArray() [24]
                0.00    0.00    2044/2069        cv::_InputArray::~_InputArray() [21]
-----------------------------------------------
                0.00    0.00    1021/2042        main [1]
                0.00    0.00    1021/2042        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [155]
[25]     0.0    0.00    0.00    2042         bool __gnu_cxx::operator!=<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&) [25]
                0.00    0.00    4084/4086        __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::base() const [16]
-----------------------------------------------
                0.00    0.00    2042/2042        bool __gnu_cxx::operator!=<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&) [40]
[26]     0.0    0.00    0.00    2042         __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::base() const [26]
-----------------------------------------------
                0.00    0.00    2040/2040        cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [28]
[27]     0.0    0.00    0.00    2040         cv::_OutputArray::_OutputArray() [27]
                0.00    0.00    2040/2044        cv::_InputArray::_InputArray() [23]
                0.00    0.00    2040/6153        cv::_InputArray::init(int, void const*) [14]
-----------------------------------------------
                0.00    0.00    2040/2040        main [1]
[28]     0.0    0.00    0.00    2040         cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [28]
                0.00    0.00    2040/2040        cv::_OutputArray::_OutputArray() [27]
                0.00    0.00    2040/6153        cv::_InputArray::init(int, void const*) [14]
-----------------------------------------------
                0.00    0.00    2040/2040        main [1]
[29]     0.0    0.00    0.00    2040         cv::_InputOutputArray::~_InputOutputArray() [29]
                0.00    0.00    2040/2044        cv::_OutputArray::~_OutputArray() [24]
-----------------------------------------------
                0.00    0.00    2040/2040        cv::Scalar_<double>::Scalar_(double, double, double, double) [34]
[30]     0.0    0.00    0.00    2040         cv::Vec<double, 4>::Vec() [30]
                0.00    0.00    2040/2040        cv::Matx<double, 4, 1>::Matx() [31]
-----------------------------------------------
                0.00    0.00    2040/2040        cv::Vec<double, 4>::Vec() [30]
[31]     0.0    0.00    0.00    2040         cv::Matx<double, 4, 1>::Matx() [31]
-----------------------------------------------
                0.00    0.00    2040/2040        main [1]
[32]     0.0    0.00    0.00    2040         cv::Point_<float>::Point_(float, float) [32]
-----------------------------------------------
                0.00    0.00    2040/2040        _ZNK2cv6Point_IfEcvNS0_IT_EEIiEEv [36]
[33]     0.0    0.00    0.00    2040         cv::Point_<int>::Point_(int, int) [33]
-----------------------------------------------
                0.00    0.00    2040/2040        main [1]
[34]     0.0    0.00    0.00    2040         cv::Scalar_<double>::Scalar_(double, double, double, double) [34]
                0.00    0.00    2040/2040        cv::Vec<double, 4>::Vec() [30]
-----------------------------------------------
                0.00    0.00    1020/2040        main [1]
                0.00    0.00    1020/2040        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [155]
[35]     0.0    0.00    0.00    2040         __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::operator++() [35]
-----------------------------------------------
                0.00    0.00    2040/2040        main [1]
[36]     0.0    0.00    0.00    2040         _ZNK2cv6Point_IfEcvNS0_IT_EEIiEEv [36]
                0.00    0.00    4080/4080        int cv::saturate_cast<int>(float) [19]
                0.00    0.00    2040/2040        cv::Point_<int>::Point_(int, int) [33]
-----------------------------------------------
                0.00    0.00    1020/2040        main [1]
                0.00    0.00    1020/2040        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [155]
[37]     0.0    0.00    0.00    2040         __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::operator*() const [37]
-----------------------------------------------
                0.00    0.00    1000/2020        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<cv::Point3_<float> const*, cv::Point3_<float>*>(cv::Point3_<float> const*, cv::Point3_<float> const*, cv::Point3_<float>*) [156]
                0.00    0.00    1020/2020        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [154]
[38]     0.0    0.00    0.00    2020         void std::_Construct<cv::Point3_<float>, cv::Point3_<float> const&>(cv::Point3_<float>*, cv::Point3_<float> const&) [38]
                0.00    0.00    2020/2020        cv::Point3_<float> const& std::forward<cv::Point3_<float> const&>(std::remove_reference<cv::Point3_<float> const&>::type&) [39]
                0.00    0.00    2020/4110        operator new(unsigned long, void*) [15]
                0.00    0.00    2020/4080        cv::Point3_<float>::Point3_(cv::Point3_<float> const&) [18]
-----------------------------------------------
                0.00    0.00    2020/2020        void std::_Construct<cv::Point3_<float>, cv::Point3_<float> const&>(cv::Point3_<float>*, cv::Point3_<float> const&) [38]
[39]     0.0    0.00    0.00    2020         cv::Point3_<float> const& std::forward<cv::Point3_<float> const&>(std::remove_reference<cv::Point3_<float> const&>::type&) [39]
-----------------------------------------------
                0.00    0.00    1021/1021        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [154]
[40]     0.0    0.00    0.00    1021         bool __gnu_cxx::operator!=<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > const&) [40]
                0.00    0.00    2042/2042        __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::base() const [26]
-----------------------------------------------
                0.00    0.00    1020/1020        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [154]
[41]     0.0    0.00    0.00    1020         __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::operator++() [41]
-----------------------------------------------
                0.00    0.00    1020/1020        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [154]
[42]     0.0    0.00    0.00    1020         __gnu_cxx::__normal_iterator<cv::Point3_<float> const*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >::operator*() const [42]
-----------------------------------------------
                0.00    0.00    1020/1020        cv::Point3_<float>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*>(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, cv::Point3_<float>*) [155]
[43]     0.0    0.00    0.00    1020         void std::_Construct<cv::Point3_<float>, cv::Point3_<float>&>(cv::Point3_<float>*, cv::Point3_<float>&) [43]
                0.00    0.00    1020/1020        cv::Point3_<float>& std::forward<cv::Point3_<float>&>(std::remove_reference<cv::Point3_<float>&>::type&) [44]
                0.00    0.00    1020/4110        operator new(unsigned long, void*) [15]
                0.00    0.00    1020/4080        cv::Point3_<float>::Point3_(cv::Point3_<float> const&) [18]
-----------------------------------------------
                0.00    0.00    1020/1020        void std::_Construct<cv::Point3_<float>, cv::Point3_<float>&>(cv::Point3_<float>*, cv::Point3_<float>&) [43]
[44]     0.0    0.00    0.00    1020         cv::Point3_<float>& std::forward<cv::Point3_<float>&>(std::remove_reference<cv::Point3_<float>&>::type&) [44]
-----------------------------------------------
                0.00    0.00    1000/1000        void std::_Construct<cv::Point3_<float>>(cv::Point3_<float>*) [46]
[45]     0.0    0.00    0.00    1000         cv::Point3_<float>::Point3_() [45]
-----------------------------------------------
                0.00    0.00    1000/1000        cv::Point3_<float>* std::__uninitialized_default_n_1<false>::__uninit_default_n<cv::Point3_<float>*, unsigned long>(cv::Point3_<float>*, unsigned long) [158]
[46]     0.0    0.00    0.00    1000         void std::_Construct<cv::Point3_<float>>(cv::Point3_<float>*) [46]
                0.00    0.00    1000/1000        cv::Point3_<float>::Point3_() [45]
                0.00    0.00    1000/4110        operator new(unsigned long, void*) [15]
-----------------------------------------------
                0.00    0.00     601/601         cv::Mat::~Mat() [48]
[47]     0.0    0.00    0.00     601         cv::Mat::release() [47]
-----------------------------------------------
                0.00    0.00       3/203         main [1]
                0.00    0.00      50/203         void std::_Destroy<cv::Mat>(cv::Mat*) [58]
                0.00    0.00     150/203         cv::MatExpr::~MatExpr() [55]
[48]     0.0    0.00    0.00     203         cv::Mat::~Mat() [48]
                0.00    0.00     601/601         cv::Mat::release() [47]
-----------------------------------------------
                0.00    0.00      50/100         void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [140]
                0.00    0.00      50/100         cv::Mat* std::__uninitialized_default_n_1<false>::__uninit_default_n<cv::Mat*, unsigned long>(cv::Mat*, unsigned long) [157]
[49]     0.0    0.00    0.00     100         cv::Mat* std::__addressof<cv::Mat>(cv::Mat&) [49]
-----------------------------------------------
                0.00    0.00       1/61          void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_emplace_back_aux<cv::Point3_<float> >(cv::Point3_<float>&&) [163]
                0.00    0.00      20/61          void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::emplace_back<cv::Point3_<float> >(cv::Point3_<float>&&) [74]
                0.00    0.00      20/61          void std::allocator_traits<std::allocator<cv::Point3_<float> > >::construct<cv::Point3_<float>, cv::Point3_<float> >(std::allocator<cv::Point3_<float> >&, cv::Point3_<float>*, cv::Point3_<float>&&) [73]
                0.00    0.00      20/61          void __gnu_cxx::new_allocator<cv::Point3_<float> >::construct<cv::Point3_<float>, cv::Point3_<float> >(cv::Point3_<float>*, cv::Point3_<float>&&) [72]
[50]     0.0    0.00    0.00      61         cv::Point3_<float>&& std::forward<cv::Point3_<float> >(std::remove_reference<cv::Point3_<float> >::type&) [50]
-----------------------------------------------
                0.00    0.00       1/52          main [1]
                0.00    0.00       1/52          cv::Mat::clone() const [130]
                0.00    0.00      50/52          void std::_Construct<cv::Mat>(cv::Mat*) [57]
[51]     0.0    0.00    0.00      52         cv::Mat::Mat() [51]
                0.00    0.00      52/52          cv::MatSize::MatSize(int*) [52]
                0.00    0.00      52/52          cv::MatStep::MatStep() [53]
-----------------------------------------------
                0.00    0.00      52/52          cv::Mat::Mat() [51]
[52]     0.0    0.00    0.00      52         cv::MatSize::MatSize(int*) [52]
-----------------------------------------------
                0.00    0.00      52/52          cv::Mat::Mat() [51]
[53]     0.0    0.00    0.00      52         cv::MatStep::MatStep() [53]
-----------------------------------------------
                0.00    0.00      50/50          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[54]     0.0    0.00    0.00      50         cv::Mat::operator=(cv::MatExpr const&) [54]
-----------------------------------------------
                0.00    0.00      50/50          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[55]     0.0    0.00    0.00      50         cv::MatExpr::~MatExpr() [55]
                0.00    0.00     150/203         cv::Mat::~Mat() [48]
-----------------------------------------------
                0.00    0.00      50/50          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[56]     0.0    0.00    0.00      50         cv::Mat::type() const [56]
-----------------------------------------------
                0.00    0.00      50/50          cv::Mat* std::__uninitialized_default_n_1<false>::__uninit_default_n<cv::Mat*, unsigned long>(cv::Mat*, unsigned long) [157]
[57]     0.0    0.00    0.00      50         void std::_Construct<cv::Mat>(cv::Mat*) [57]
                0.00    0.00      50/4110        operator new(unsigned long, void*) [15]
                0.00    0.00      50/52          cv::Mat::Mat() [51]
-----------------------------------------------
                0.00    0.00      50/50          void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [140]
[58]     0.0    0.00    0.00      50         void std::_Destroy<cv::Mat>(cv::Mat*) [58]
                0.00    0.00      50/203         cv::Mat::~Mat() [48]
-----------------------------------------------
                0.00    0.00      40/40          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[59]     0.0    0.00    0.00      40         cv::Point_<int>::Point_() [59]
-----------------------------------------------
                0.00    0.00       5/25          main [1]
                0.00    0.00      20/25          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[60]     0.0    0.00    0.00      25         cv::_InputArray::_InputArray(cv::Mat const&) [60]
                0.00    0.00      25/2069        cv::Size_<int>::Size_() [22]
                0.00    0.00      25/6153        cv::_InputArray::init(int, void const*) [14]
-----------------------------------------------
                0.00    0.00       1/21          std::__cxx11::to_string(double) [171]
                0.00    0.00      20/21          std::__cxx11::to_string(int) [75]
[61]     0.0    0.00    0.00      21         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [61]
                0.00    0.00      21/21          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [66]
-----------------------------------------------
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
[62]     0.0    0.00    0.00      21         bool __gnu_cxx::__is_null_pointer<char>(char*) [62]
-----------------------------------------------
                0.00    0.00      21/21          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [66]
[63]     0.0    0.00    0.00      21         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [63]
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [65]
-----------------------------------------------
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [65]
[64]     0.0    0.00    0.00      21         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
                0.00    0.00      21/21          bool __gnu_cxx::__is_null_pointer<char>(char*) [62]
                0.00    0.00      21/21          std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [69]
-----------------------------------------------
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [63]
[65]     0.0    0.00    0.00      21         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [65]
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
-----------------------------------------------
                0.00    0.00      21/21          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [61]
[66]     0.0    0.00    0.00      21         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [66]
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [63]
-----------------------------------------------
                0.00    0.00      21/21          std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [69]
[67]     0.0    0.00    0.00      21         std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [67]
-----------------------------------------------
                0.00    0.00      21/21          std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [69]
[68]     0.0    0.00    0.00      21         std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [68]
-----------------------------------------------
                0.00    0.00      21/21          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
[69]     0.0    0.00    0.00      21         std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [69]
                0.00    0.00      21/21          std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [68]
                0.00    0.00      21/21          std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [67]
-----------------------------------------------
                0.00    0.00      20/20          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[70]     0.0    0.00    0.00      20         cv::Point3_<float>::Point3_(float, float, float) [70]
-----------------------------------------------
                0.00    0.00      20/20          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[71]     0.0    0.00    0.00      20         debug::showImage(char const*, cv::Mat const&) [71]
-----------------------------------------------
                0.00    0.00      20/20          void std::allocator_traits<std::allocator<cv::Point3_<float> > >::construct<cv::Point3_<float>, cv::Point3_<float> >(std::allocator<cv::Point3_<float> >&, cv::Point3_<float>*, cv::Point3_<float>&&) [73]
[72]     0.0    0.00    0.00      20         void __gnu_cxx::new_allocator<cv::Point3_<float> >::construct<cv::Point3_<float>, cv::Point3_<float> >(cv::Point3_<float>*, cv::Point3_<float>&&) [72]
                0.00    0.00      20/61          cv::Point3_<float>&& std::forward<cv::Point3_<float> >(std::remove_reference<cv::Point3_<float> >::type&) [50]
                0.00    0.00      20/4110        operator new(unsigned long, void*) [15]
                0.00    0.00      20/4080        cv::Point3_<float>::Point3_(cv::Point3_<float> const&) [18]
-----------------------------------------------
                0.00    0.00       1/20          void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_emplace_back_aux<cv::Point3_<float> >(cv::Point3_<float>&&) [163]
                0.00    0.00      19/20          void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::emplace_back<cv::Point3_<float> >(cv::Point3_<float>&&) [74]
[73]     0.0    0.00    0.00      20         void std::allocator_traits<std::allocator<cv::Point3_<float> > >::construct<cv::Point3_<float>, cv::Point3_<float> >(std::allocator<cv::Point3_<float> >&, cv::Point3_<float>*, cv::Point3_<float>&&) [73]
                0.00    0.00      20/61          cv::Point3_<float>&& std::forward<cv::Point3_<float> >(std::remove_reference<cv::Point3_<float> >::type&) [50]
                0.00    0.00      20/20          void __gnu_cxx::new_allocator<cv::Point3_<float> >::construct<cv::Point3_<float>, cv::Point3_<float> >(cv::Point3_<float>*, cv::Point3_<float>&&) [72]
-----------------------------------------------
                0.00    0.00      20/20          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[74]     0.0    0.00    0.00      20         void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::emplace_back<cv::Point3_<float> >(cv::Point3_<float>&&) [74]
                0.00    0.00      20/61          cv::Point3_<float>&& std::forward<cv::Point3_<float> >(std::remove_reference<cv::Point3_<float> >::type&) [50]
                0.00    0.00      19/20          void std::allocator_traits<std::allocator<cv::Point3_<float> > >::construct<cv::Point3_<float>, cv::Point3_<float> >(std::allocator<cv::Point3_<float> >&, cv::Point3_<float>*, cv::Point3_<float>&&) [73]
                0.00    0.00       1/1           void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_emplace_back_aux<cv::Point3_<float> >(cv::Point3_<float>&&) [163]
-----------------------------------------------
                0.00    0.00      20/20          HoughCircle::execute(cv::Mat&, int, int, int, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) const [2]
[75]     0.0    0.00    0.00      20         std::__cxx11::to_string(int) [75]
                0.00    0.00      20/21          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [61]
-----------------------------------------------
                0.00    0.00       1/10          std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_default_initialize(unsigned long) [165]
                0.00    0.00       1/10          std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::vector(std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > const&) [168]
                0.00    0.00       1/10          void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_range_initialize<__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > > >(__gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, __gnu_cxx::__normal_iterator<cv::Point3_<float>*, std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > > >, std::forward_iterator_tag) [164]
                0.00    0.00       2/10          void std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_emplace_back_aux<cv::Point3_<float> >(cv::Point3_<float>&&) [163]
                0.00    0.00       2/10          std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::swap(std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >&) [167]
                0.00    0.00       3/10          std::vector<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::~vector() [101]
[76]     0.0    0.00    0.00      10         std::_Vector_base<cv::Point3_<float>, std::allocator<cv::Point3_<float> > >::_M_get_Tp_allocator() [76]
-----------------------------------------------
                0.00    0.00       9/9           std::enable_if<std::__and_<std::is_move_constructible<cv::Point3_<float>*>, std::is_move_assignable<cv::Point3_<float>*> >::value, void>::type std::swap<cv::Point3_<float>*>(cv::Point3_<float>*&, cv::Point3_<float>*&) [102]
[77]     0.0    0.00    0.00       9         std::remove_reference<cv::Point3_<float>*&>::type&& std::move<cv::Point3_<float>*&>(cv::Point3_<float>*&) [77]
-----------------------------------------------
